p_level ,"value(getData(""rram_0.mem_0:rram_r_read"" ?result ""tran"") 130n) (-real)","value(getData(""rram_0.mem_0:rram_r_read"" ?result ""tran"") 130n) (-real)"
534,1604000,1604000
535,1604000,1604000
536,1604000,1604000
537,1604000,1604000
538,1605000,1605000
539,1605000,1605000
540,1605000,1605000
541,1605000,1605000
542,1606000,1606000
543,1606000,1606000
544,1606000,1606000
545,1607000,1607000
546,1607000,1607000
547,1607000,1607000
548,1607000,1607000
549,1607000,1607000
550,1608000,1608000
551,1608000,1608000
552,1608000,1608000
553,1608000,1608000
554,1609000,1609000
555,1609000,1609000
556,1609000,1609000
557,1609000,1609000
558,1609000,1609000
559,1610000,1610000
560,1610000,1610000
561,1610000,1610000
562,1610000,1610000
563,1610000,1610000
564,1610000,1610000
565,1611000,1611000
566,1611000,1611000
567,1611000,1611000
568,1611000,1611000
569,1611000,1611000
570,1611000,1611000
571,1612000,1612000
572,1612000,1612000
573,1612000,1612000
574,1612000,1612000
575,1612000,1612000
576,1612000,1612000
577,1612000,1612000
578,1613000,1613000
579,1613000,1613000
580,1613000,1613000
581,1613000,1613000
582,1613000,1613000
583,1613000,1613000
584,1613000,1613000
585,1614000,1614000
586,1614000,1614000
587,1614000,1614000
588,1614000,1614000
589,1614000,1614000
590,1614000,1614000
591,1614000,1614000
592,1614000,1614000
593,1614000,1614000
594,1615000,1615000
595,1615000,1615000
596,1615000,1615000
597,1615000,1615000
598,1615000,1615000
599,1615000,1615000
600,1615000,1615000
601,1615000,1615000
602,1615000,1615000
603,1615000,1615000
604,1615000,1615000
605,1616000,1616000
606,1616000,1616000
607,1616000,1616000
608,1616000,1616000
609,1616000,1616000
610,1616000,1616000
611,1616000,1616000
612,1616000,1616000
613,1616000,1616000
614,1616000,1616000
615,1616000,1616000
616,1616000,1616000
617,1617000,1617000
618,1617000,1617000
619,1617000,1617000
620,1617000,1617000
621,1617000,1617000
622,1617000,1617000
623,1617000,1617000
624,1617000,1617000
625,1617000,1617000
626,1617000,1617000
627,1617000,1617000
628,1617000,1617000
629,1617000,1617000
630,1617000,1617000
631,1617000,1617000
632,1617000,1617000
633,1618000,1618000
634,1618000,1618000
635,1618000,1618000
636,1618000,1618000
637,1618000,1618000
638,1618000,1618000
639,1618000,1618000
640,1618000,1618000
641,1618000,1618000
642,1618000,1618000
643,1618000,1618000
644,1618000,1618000
645,1618000,1618000
646,1618000,1618000
647,1618000,1618000
648,1618000,1618000
649,1618000,1618000
650,1618000,1618000
651,1618000,1618000
652,1618000,1618000
653,1618000,1618000
654,1618000,1618000
655,1619000,1619000
656,1619000,1619000
657,1619000,1619000
658,1619000,1619000
659,1619000,1619000
660,1619000,1619000
661,1619000,1619000
662,1619000,1619000
663,1619000,1619000
664,1619000,1619000
665,1619000,1619000
666,1619000,1619000
667,1619000,1619000
668,1619000,1619000
669,1619000,1619000
670,1619000,1619000
671,1619000,1619000
672,1619000,1619000
673,1619000,1619000
674,1619000,1619000
675,1619000,1619000
676,1619000,1619000
677,1619000,1619000
678,1619000,1619000
679,1619000,1619000
680,1619000,1619000
681,1619000,1619000
682,1619000,1619000
683,1619000,1619000
684,1619000,1619000
685,1619000,1619000
686,1619000,1619000
687,1619000,1619000
688,1620000,1620000
689,1620000,1620000
690,1620000,1620000
691,1620000,1620000
692,1620000,1620000
693,1620000,1620000
694,1620000,1620000
695,1620000,1620000
696,1620000,1620000
697,1620000,1620000
698,1620000,1620000
699,1620000,1620000
700,1620000,1620000
701,1620000,1620000
702,1620000,1620000
703,1620000,1620000
704,1620000,1620000
705,1620000,1620000
706,1620000,1620000
707,1620000,1620000
708,1620000,1620000
709,1620000,1620000
710,1620000,1620000
711,1620000,1620000
712,1620000,1620000
713,1620000,1620000
714,1620000,1620000
715,1620000,1620000
716,1620000,1620000
717,1620000,1620000
718,1620000,1620000
719,1620000,1620000
720,1620000,1620000
721,1620000,1620000
722,1620000,1620000
723,1620000,1620000
724,1620000,1620000
725,1620000,1620000
726,1620000,1620000
727,1620000,1620000
728,1620000,1620000
729,1620000,1620000
730,1620000,1620000
731,1620000,1620000
732,1620000,1620000
733,1620000,1620000
734,1620000,1620000
735,1620000,1620000
736,1620000,1620000
737,1620000,1620000
738,1620000,1620000
739,1620000,1620000
740,1620000,1620000
741,1620000,1620000
742,1620000,1620000
743,1620000,1620000
744,1620000,1620000
745,1620000,1620000
746,1620000,1620000
747,1620000,1620000
748,1620000,1620000
749,1620000,1620000
750,1620000,1620000
751,1620000,1620000
752,1620000,1620000
753,1620000,1620000
754,1620000,1620000
755,1620000,1620000
756,1621000,1621000
757,1621000,1621000
758,1621000,1621000
759,1621000,1621000
760,1621000,1621000
761,1621000,1621000
762,1621000,1621000
763,1621000,1621000
764,1621000,1621000
765,1621000,1621000
766,1621000,1621000
767,1621000,1621000
768,1621000,1621000
769,1621000,1621000
770,1621000,1621000
771,1621000,1621000
772,1621000,1621000
773,1621000,1621000
774,1621000,1621000
775,1621000,1621000
776,1621000,1621000
777,1621000,1621000
778,1621000,1621000
779,1621000,1621000
780,1621000,1621000
781,1621000,1621000
782,1621000,1621000
783,1621000,1621000
784,1621000,1621000
785,1621000,1621000
786,1621000,1621000
787,1621000,1621000
788,1621000,1621000
789,1621000,1621000
790,1621000,1621000
791,1621000,1621000
792,1621000,1621000
793,1621000,1621000
794,1621000,1621000
795,1621000,1621000
796,1621000,1621000
797,1621000,1621000
798,1621000,1621000
799,1621000,1621000
800,1621000,1621000
801,1621000,1621000
802,1621000,1621000
803,1621000,1621000
804,1621000,1621000
805,1621000,1621000
806,1621000,1621000
807,1621000,1621000
808,1621000,1621000
809,1621000,1621000
810,1621000,1621000
811,1621000,1621000
812,1621000,1621000
813,1621000,1621000
814,1621000,1621000
815,1621000,1621000
816,1621000,1621000
817,1621000,1621000
818,1621000,1621000
819,1621000,1621000
820,1621000,1621000
821,1621000,1621000
822,1621000,1621000
823,1621000,1621000
824,1621000,1621000
825,1621000,1621000
826,1621000,1621000
827,1621000,1621000
828,1621000,1621000
829,1621000,1621000
830,1621000,1621000
831,1621000,1621000
832,1621000,1621000
833,1621000,1621000
834,1621000,1621000
835,1621000,1621000
836,1621000,1621000
837,1621000,1621000
838,1621000,1621000
839,1621000,1621000
840,1621000,1621000
841,1621000,1621000
842,1621000,1621000
843,1621000,1621000
844,1621000,1621000
845,1621000,1621000
846,1621000,1621000
847,1621000,1621000
848,1621000,1621000
849,1621000,1621000
850,1621000,1621000
851,1621000,1621000
852,1621000,1621000
853,1621000,1621000
854,1621000,1621000
855,1621000,1621000
856,1621000,1621000
857,1621000,1621000
858,1621000,1621000
859,1621000,1621000
860,1621000,1621000
861,1621000,1621000
862,1621000,1621000
863,1621000,1621000
864,1621000,1621000
865,1621000,1621000
866,1621000,1621000
867,1621000,1621000
868,1621000,1621000
869,1621000,1621000
870,1621000,1621000
871,1621000,1621000
872,1621000,1621000
873,1621000,1621000
874,1621000,1621000
875,1621000,1621000
876,1621000,1621000
877,1621000,1621000
878,1621000,1621000
879,1621000,1621000
880,1621000,1621000
881,1621000,1621000
882,1621000,1621000
883,1621000,1621000
884,1621000,1621000
885,1621000,1621000
886,1621000,1621000
887,1621000,1621000
888,1621000,1621000
889,1621000,1621000
890,1621000,1621000
891,1621000,1621000
892,1621000,1621000
893,1621000,1621000
894,1621000,1621000
895,1621000,1621000
896,1621000,1621000
897,1621000,1621000
898,1621000,1621000
899,1621000,1621000
900,1621000,1621000
901,1621000,1621000
902,1621000,1621000
903,1621000,1621000
904,1621000,1621000
905,1621000,1621000
906,1621000,1621000
907,1621000,1621000
908,1621000,1621000
909,1621000,1621000
910,1621000,1621000
911,1621000,1621000
912,1621000,1621000
913,1621000,1621000
914,1621000,1621000
915,1621000,1621000
916,1621000,1621000
917,1621000,1621000
918,1621000,1621000
919,1621000,1621000
920,1621000,1621000
921,1621000,1621000
922,1621000,1621000
923,1621000,1621000
924,1621000,1621000
925,1621000,1621000
926,1621000,1621000
927,1621000,1621000
928,1621000,1621000
929,1621000,1621000
930,1621000,1621000
931,1621000,1621000
932,1621000,1621000
933,1621000,1621000
934,1621000,1621000
935,1621000,1621000
936,1621000,1621000
937,1621000,1621000
938,1621000,1621000
939,1621000,1621000
940,1621000,1621000
941,1621000,1621000
942,1621000,1621000
943,1621000,1621000
944,1621000,1621000
945,1621000,1621000
946,1621000,1621000
947,1621000,1621000
948,1621000,1621000
949,1621000,1621000
950,1621000,1621000
951,1621000,1621000
952,1621000,1621000
953,1621000,1621000
954,1621000,1621000
955,1621000,1621000
956,1621000,1621000
957,1621000,1621000
958,1621000,1621000
959,1621000,1621000
960,1621000,1621000
961,1621000,1621000
962,1621000,1621000
963,1621000,1621000
964,1621000,1621000
965,1621000,1621000
966,1621000,1621000
967,1621000,1621000
968,1621000,1621000
969,1621000,1621000
970,1621000,1621000
971,1621000,1621000
972,1621000,1621000
973,1621000,1621000
974,1621000,1621000
975,1621000,1621000
976,1621000,1621000
977,1621000,1621000
978,1621000,1621000
979,1621000,1621000
980,1621000,1621000
981,1621000,1621000
982,1621000,1621000
983,1621000,1621000
984,1621000,1621000
985,1621000,1621000
986,1621000,1621000
987,1621000,1621000
988,1621000,1621000
989,1621000,1621000
990,1621000,1621000
991,1621000,1621000
992,1621000,1621000
993,1621000,1621000
994,1621000,1621000
995,1621000,1621000
996,1621000,1621000
997,1621000,1621000
998,1621000,1621000
999,1621000,1621000
1000,1621000,1621000
1001,1621000,1621000
1002,1621000,1621000
1003,1621000,1621000
1004,1621000,1621000
1005,1621000,1621000
1006,1621000,1621000
1007,1621000,1621000
1008,1621000,1621000
1009,1621000,1621000
1010,1621000,1621000
1011,1621000,1621000
1012,1621000,1621000
1013,1621000,1621000
1014,1621000,1621000
1015,1621000,1621000
1016,1621000,1621000
1017,1621000,1621000
1018,1621000,1621000
1019,1621000,1621000
1020,1621000,1621000
1021,1621000,1621000
1022,1621000,1621000
1023,1621000,1621000
